customerID,ChurnProbability,HighRisk
4115-UMJFQ,0.03,0
7369-TRPFD,0.01,0
1098-KFQEC,0.0,0
7190-XHTWJ,0.0,0
0621-TWIEM,0.84,1
3537-RYBHH,0.07,0
2485-ITVKB,0.85,1
3669-OYSJI,0.83,1
1612-EOHDH,0.89,1
6702-OHFWR,0.95,1
5296-BFCYD,0.0,0
4510-PYUSH,0.73,1
9359-JANWS,0.01,0
7517-SAWMO,0.82,1
4143-HHPMK,0.78,1
3279-DYZQM,0.0,0
7054-LGEQW,0.8816666666666666,1
0523-VNGTF,0.07,0
9575-IWCAZ,0.0,0
7105-MXJLL,0.11,0
7064-FRRSW,0.08,0
7940-UQQUG,0.06,0
0923-PNFUB,0.84,1
3961-SXAXY,0.17,0
7010-BRBUU,0.0,0
3566-HJGPK,0.2866666666666666,0
3062-ICYZQ,0.11,0
9938-PRCVK,0.0,0
0973-KYVNF,0.0,0
5129-HHMZC,0.02,0
9637-CDTKZ,0.0,0
3946-JEWRQ,0.05,0
7873-CVMAW,0.0,0
0463-WZZKO,0.07,0
3494-JCHRQ,0.8725595238095238,1
6474-FVJLC,0.98,1
4524-QCSSM,0.1,0
5832-EXGTT,0.03,0
8840-DQLGN,0.8,1
2039-JONDJ,0.01,0
7217-JYHOQ,0.01,0
6695-FRVEC,0.0,0
4547-LYTDD,0.77,1
9894-QMIMJ,0.02,0
8069-YQQAJ,0.07,0
6770-XUAGN,0.8,1
4193-ORFCL,0.82,1
1636-NTNCO,0.15,0
3466-WAESX,0.09,0
9281-PKKZE,0.07,0
3638-VBZTA,0.02,0
7459-IMVYU,0.04,0
7776-QWNFX,0.64,0
6689-TCZHQ,0.8,1
8563-OYMQY,0.16,0
0754-EEBDC,0.03,0
5777-ZPQNC,0.0,0
1951-IEYXM,0.01,0
3318-NMQXL,0.32,0
3143-ILDAL,0.7,0
1022-RKXDR,0.0,0
2361-FJWNO,0.03,0
2272-UOINI,0.16,0
8232-UTFOZ,0.0,0
3750-YHRYO,0.01,0
6637-KYRCV,0.12,0
5668-MEISB,0.01,0
0129-QMPDR,0.0,0
7188-CBBBA,0.06,0
5356-CSVSQ,0.26,0
3221-CJMSG,0.04,0
4720-VSTSI,0.65,0
3219-JQRSL,0.0,0
2801-NISEI,0.03,0
3946-MHCZW,0.82,1
4623-ZKHLY,0.0,0
6732-VAILE,0.0,0
8201-AAXCB,0.13,0
7696-CFTAT,0.0,0
1845-CSBRZ,0.08,0
2123-VSCOT,0.0,0
6651-AZVTJ,0.86,1
4566-GOLUK,0.76,1
2484-DGXPZ,0.64,0
2018-QKYGT,0.35,0
2792-VPPET,0.01,0
7409-JURKQ,0.03,0
3247-MHJKM,0.267436507936508,0
1964-SVLEA,0.01,0
4587-NUKOX,0.76,1
7297-DVYGA,0.01,0
2239-CGBUZ,0.03,0
0854-UYHZD,0.01,0
7243-LCGGZ,0.6552261904761904,0
8267-KFGYD,0.07,0
4890-VMUAV,0.0,0
9261-WDCAF,0.12,0
3764-MNMOI,0.0,0
7442-YGZFK,0.2,0
0420-BWTPW,0.69,0
8229-BUJHX,0.0,0
7449-HVPIV,0.05,0
5504-WSIUR,0.03,0
8183-ONMXC,0.94,1
8466-PZBLH,0.08,0
9614-RMGHA,0.7,0
8735-IJJEG,0.09,0
0564-MUUQK,0.12,0
5054-IEXZT,0.96,1
5834-ASPWA,0.93,1
0701-RFGFI,0.18,0
0019-EFAEP,0.0,0
5619-PTMIK,0.05,0
3737-XBQDD,0.18,0
5882-CMAZQ,0.12,0
5846-QFDFI,0.1,0
4445-KWOKW,0.03,0
3511-APPBJ,0.15,0
7967-HYCDE,0.15,0
2430-RRYUW,0.01,0
3948-XHGNA,0.67,0
3723-BFBGR,0.09,0
0565-IYCGT,0.64,0
5447-WZAFP,0.14,0
5110-CHOPY,0.11,0
5445-UTODQ,0.97,1
4425-OWHWB,0.0,0
7892-QVYKW,0.16,0
9675-ICXCT,0.02,0
1024-VRZHF,0.84,1
4703-MQYKT,0.0,0
9497-QCMMS,1.0,1
5692-ICXLW,0.19,0
0602-DDUML,0.0,0
2208-MPXIO,0.0,0
1960-UYCNN,0.27,0
0348-SDKOL,0.73,1
3190-FZATL,0.0,0
7336-RLLRH,0.09,0
4373-MAVJG,0.84,1
8901-HJXTF,0.69,0
7710-JSYOA,0.05,0
5419-KLXBN,0.78,1
3424-NMNBO,0.74,1
9885-MFVSU,0.0,0
4514-GFCFI,0.92,1
0607-MVMGC,0.03,0
3365-SAIGS,0.22,0
9828-AOQLM,0.87,1
8022-BECSI,0.0,0
8000-REIQB,0.975,1
9993-LHIEB,0.0,0
0266-CLZKZ,0.03,0
7615-ESMYF,0.82,1
3858-VOBET,0.86,1
7020-OZKXZ,0.24,0
3977-QCRSL,0.05,0
0017-DINOC,0.02,0
1447-PJGGA,0.75,1
8565-CLBZW,0.7,0
9139-WQQDY,0.77,1
0224-HJAPT,0.84,1
8086-OVPWV,0.95,1
9430-FRQOC,0.87,1
7639-OPLNG,0.0,0
3074-GQWYX,0.92,1
1492-QGCLU,0.1,0
6845-RGTYS,0.81,1
7328-OWMOM,0.03,0
4418-LZMSV,0.05,0
5155-AZQPB,0.01,0
8861-HGGKB,0.75,1
1087-GRUYI,0.0,0
7065-YUNRY,0.7108333333333334,1
7694-VLBWQ,0.7,0
2546-KZAAT,0.03,0
0181-RITDD,0.04,0
5989-PGKJB,0.25,0
4795-KTRTH,0.93,1
8272-ONJLV,0.08,0
1488-PBLJN,0.0,0
0308-GIQJT,0.12,0
3778-FOAQW,0.0,0
4452-ROHMO,0.01,0
6481-OGDOO,0.61,0
3090-LETTY,0.21,0
5349-AZPEW,0.12,0
3753-TSEMP,0.9,1
8305-VHZBZ,0.95,1
9720-JJJOR,0.04,0
8100-HZZLJ,0.07,0
8775-ERLNB,0.23,0
8309-IEYJD,0.22,0
9172-JITSM,0.87,1
6298-QDFNH,0.97,1
7398-HPYZQ,0.0,0
3546-GHEAE,0.01,0
7361-YPXFS,0.01,0
6557-BZXLQ,0.16,0
2550-QHZGP,0.01,0
7519-JTWQH,0.08,0
2538-OIMXF,0.14,0
8543-MSDMF,0.2,0
9961-JBNMK,0.86,1
1170-SASML,0.09,0
4872-JCVCA,0.0,0
5346-BZCHP,0.0,0
2038-LLMLM,0.1,0
6173-ITPWD,0.75,1
9734-UYXQI,0.76,1
1216-BGTSP,0.07,0
4138-NAXED,0.06,0
2189-UXTKY,0.78,1
0744-BIKKF,0.0,0
7483-IQWIB,0.2,0
5248-KWLAR,0.0,0
4958-GZWIY,0.82,1
7996-MHXLW,0.0,0
7833-PKIHD,0.04,0
7061-OVMIM,0.04,0
5153-RTHKF,0.16,0
1852-QSWCD,0.0,0
4832-VRBMR,0.1,0
9079-LWTFD,0.07,0
6356-ELRKD,0.96,1
8624-GIOUT,0.62,0
3392-EHMNK,0.02,0
5986-WWXDV,0.0,0
3061-BCKYI,0.01,0
6179-GJPSO,0.73,1
7901-TBKJX,0.35,0
7228-PAQPD,0.05,0
3177-LASXD,0.935,1
7746-QYVCO,0.04,0
5804-HYIEZ,0.1,0
9919-FZDED,0.01,0
5934-TSSAU,0.16,0
3486-KHMLI,0.0,0
4897-QSUYC,0.941,1
1084-UQCHV,0.96,1
8290-YWKHZ,0.89,1
2955-BJZHG,0.86,1
3806-DXQOM,0.79,1
6784-XYJAE,0.04,0
3933-DQPWX,0.02,0
6661-EIPZC,0.07,0
8957-THMOA,0.01,0
2251-PYLPB,0.0,0
5555-RNPGT,0.05,0
1057-FOGLZ,0.0,0
9300-RENDD,0.93,1
0761-AETCS,0.61,0
8087-LGYHQ,0.34,0
4137-BTIKL,0.2,0
2190-BCXEC,0.14,0
6227-FBDXH,0.11,0
2153-MREFK,0.71,1
2911-WDXMV,0.1,0
7206-PQBBZ,0.2,0
3106-ULWFW,0.93,1
0925-VYDLG,0.84,1
4547-FZJWE,0.02,0
7422-WNBTY,0.16,0
0842-IWYCP,0.02,0
3521-HTQTV,0.0,0
3744-ZBHON,0.11,0
3373-DIUUN,0.0,0
8383-SGHJU,0.02,0
7607-QKKTJ,0.05,0
7707-PYBBH,0.04,0
8984-HPEMB,0.01,0
4349-GFQHK,0.84,1
4139-DETXS,0.0,0
9779-DPNEJ,0.2,0
9805-FILKB,0.0,0
5793-YOLJN,0.0,0
0673-IGUQO,0.1,0
4123-FCVCB,0.14,0
8819-IMISP,0.17,0
7802-EFKNY,0.76,1
8311-UEUAB,0.1,0
5858-EAFCZ,0.25,0
8035-BUYVG,0.58,0
1163-ONYEY,0.02,0
9787-XVQIU,0.93,1
8945-MUQUF,0.72,1
5656-MJEFC,0.0,0
6082-OQFBA,0.0,0
8051-HJRLT,0.8,1
8974-OVACP,0.1932142857142857,0
4010-YLMVT,0.09,0
1379-FRVEB,0.39,0
8612-GXIDD,0.01,0
6288-CHQJB,0.0,0
8160-HOWOX,0.08,0
3023-GFLBR,0.78,1
6648-INWPS,0.09,0
4223-BKEOR,0.03,0
4079-VTGLK,0.04,0
1763-WQFUK,0.03,0
1391-UBDAR,0.16,0
8894-JVDCV,0.03,0
2023-VQFDL,0.05,0
1345-GKDZZ,0.01,0
2014-MKGMH,0.03,0
5628-FCGYG,0.22,0
2560-WBWXF,0.0,0
0248-IPDFW,0.155,0
7978-DKUQH,0.2,0
4335-UPJSI,0.0,0
0524-IAVZO,0.82,1
2737-YNGYW,0.92,1
1784-EZDKJ,0.15,0
9297-FVVDH,0.0,0
8007-YYPWD,0.04,0
7101-HRBLJ,0.0,0
5159-YFPKQ,0.95,1
6635-CPNUN,0.11,0
4021-RQSNY,0.86,1
5453-YBTWV,0.03,0
5039-LZRQT,0.0,0
2931-VUVJN,0.04,0
9061-TIHDA,0.89,1
8699-ASUFO,0.9,1
6418-PIQSP,0.01,0
8220-OCUFY,0.04,0
3995-WFCSM,0.17,0
1895-QTKDO,0.21,0
2038-OEQZH,0.19,0
1178-PZGAB,0.0,0
7927-AUXBZ,0.74,1
2626-VEEWG,0.0,0
2878-RMWXY,0.03,0
1657-DYMBM,0.0,0
7311-MQJCH,0.01,0
7375-WMVMT,0.02,0
1136-XGEQU,0.02,0
2530-FMFXO,0.07,0
6844-DZKRF,0.11,0
4695-WJZUE,0.92,1
7619-ODSGN,0.71,1
5970-GHJAW,0.0,0
8879-XUAHX,0.02,0
3689-MOZGR,0.1,0
4195-PNGZS,0.0,0
5003-XZWWO,0.0,0
3988-RQIXO,0.97,1
7622-FWGEW,0.02,0
6922-NCEDI,0.0,0
2514-GINMM,1.0,1
9891-NQDBD,0.02,0
6131-IUNXN,0.0,0
8548-AWOFC,0.02,0
9798-DRYDS,0.11,0
8532-UEFWH,0.0,0
6296-DDOOR,0.04,0
7951-VRDVK,0.18,0
5931-FLJJF,0.84,1
4815-YOSUK,0.04,0
2659-VXMWZ,0.67,0
0380-NEAVX,0.08,0
3207-OYBWH,0.76,1
4285-GYRQC,0.95,1
7216-EWTRS,0.97,1
4365-MSDYN,0.01,0
7036-TYDEC,0.11,0
5802-ADBRC,0.1,0
8076-FEZKJ,0.0,0
5197-YPYBZ,0.0,0
8337-MSSXB,0.7,0
4312-GVYNH,0.0,0
8495-LJDFO,0.06,0
0839-JTCUD,0.0,0
5494-WOZRZ,0.0,0
1302-UHBDD,0.14,0
2234-EOFPT,0.01,0
8619-IJNDK,0.0,0
8378-LKJAF,0.13,0
8182-BJDSI,0.85,1
2528-HFYZX,0.81,1
1153-GNOLC,0.08,0
3298-QEICA,0.01,0
0788-DXBFY,0.02,0
3597-YASZG,0.04,0
3496-LFSZU,0.21,0
5242-UOWHD,0.0,0
2482-CZGBB,0.71,1
6479-SZPLM,0.0,0
8097-VBQTZ,0.01,0
4500-HKANN,0.02,0
9917-KWRBE,0.04,0
3420-ZDBMA,0.29,0
2212-LYASK,0.07,0
1393-IMKZG,0.36,0
8069-RHUXK,0.02,0
3398-GCPMU,0.04,0
2908-WGAXL,0.0,0
3378-AJRAO,0.03,0
1013-QCWAM,0.17,0
0866-QLSIR,0.58,0
6050-FFXES,0.09,0
7181-BQYBV,0.93,1
0362-RAOQO,0.0,0
9554-DFKIC,0.1,0
5527-ACHSO,0.09,0
0829-DDVLK,0.01,0
1399-UBQIU,0.11,0
1813-JLKWR,0.0,0
0336-PIKEI,0.03,0
7322-OCWHC,0.0,0
9537-VHDTA,0.14,0
4957-TIALW,0.03,0
2054-PJOCK,0.04,0
9150-HEPMB,0.0,0
9030-QGZNL,0.0,0
6204-IEUXJ,0.76,1
3126-WQMGH,0.04,0
4529-CKBCL,0.91,1
2506-CLAKW,0.92,1
7176-WRTNX,0.1,0
1583-IHQZE,0.82,1
5732-IKGQH,0.12,0
9239-GZHZE,0.0,0
7205-BAIAD,0.0,0
0151-ONTOV,0.9833333333333333,1
4140-MUHUG,0.89,1
0093-EXYQL,0.15,0
8064-RAVOH,0.26,0
0219-QAERP,0.0,0
0320-JDNQG,0.69,0
7180-PISOG,0.96,1
9168-INPSZ,0.16,0
3571-RFHAR,0.73,1
0015-UOCOJ,0.13,0
5334-AFQJB,0.0,0
2754-SDJRD,0.28,0
9578-VRMNM,0.7,0
1587-FKLZB,0.82,1
6140-QNRQQ,0.94,1
8963-JLGJT,0.18,0
4307-KTUMW,0.77,1
1465-LNTLJ,0.1,0
5440-FLBQG,0.72,1
2135-DQWAQ,0.28,0
4056-QHXHZ,0.03,0
7470-MCQTK,0.67,0
7488-MXJIV,0.87,1
7401-JIXNM,0.02,0
9339-FIIJL,0.0,0
2027-FECZV,0.89,1
2672-DZUOY,0.89,1
4706-DGAHW,0.29,0
3870-MQAMG,0.79,1
6670-MFRPK,0.0,0
6177-PEVRA,0.05,0
4800-CZMPC,0.74,1
4813-HQMGZ,0.24,0
7579-KKLOE,0.0,0
7377-DMMRI,0.82,1
8402-EIVQS,0.07,0
4947-DSMXK,0.1,0
7245-NIIWQ,0.12666666666666665,0
0002-ORFBO,0.06,0
3324-OIRTO,0.02,0
5414-OFQCB,0.03,0
4967-WPNCF,0.0,0
8552-OBVRU,0.14,0
8499-BRXTD,0.0,0
9154-QDGTH,0.08,0
8197-BFWVU,0.02,0
2577-GVSIL,0.08,0
9367-OIUXP,0.05,0
6770-UAYGJ,0.0,0
6463-HHXJR,0.02,0
7928-VJYAB,0.26,0
1187-WILMM,0.0,0
9776-OJUZI,0.13,0
1306-RPWXZ,0.02,0
8949-JTMAY,0.76,1
2774-LVQUS,0.86,1
3097-PYWXL,0.08,0
2266-SJNAT,0.09,0
0869-PAPRP,0.16,0
4238-JSSWH,0.14,0
2972-YDYUW,0.09,0
1104-FEJAM,0.06,0
2809-ILCYT,0.03,0
5499-ECUTN,0.05,0
4981-FLTMF,0.0,0
9121-PHQSR,0.32,0
3113-IWHLC,0.14,0
3211-ILJTT,0.76,1
4612-THJBS,0.85,1
4277-BWBML,0.0,0
4094-NSEDU,0.78,1
0234-TEVTT,0.04,0
4304-TSPVK,0.01,0
1552-AAGRX,0.18,0
2637-FKFSY,0.22,0
9796-MVYXX,0.05,0
7874-ECPQJ,0.05,0
0020-INWCK,0.06,0
7089-RKVSZ,0.01,0
2683-JXWQQ,0.06,0
9548-ZMVTX,0.0,0
8739-XNIKG,0.31,0
9755-JHNMN,0.0,0
3981-QSVQI,0.02,0
2789-HQBOU,0.29,0
9424-CMPOG,0.0,0
5067-WJEUN,0.0,0
3450-WXOAT,0.06,0
9251-WNSOD,0.03,0
6974-DAFLI,0.02,0
2616-UUTFK,0.01,0
7064-JHXCE,0.0,0
5103-MHMHY,0.87,1
7989-AWGEH,0.08,0
4373-VVHQL,0.17,0
4559-UWIHT,0.25,0
7268-IGMFD,0.17,0
1846-XWOQN,0.79,1
0235-KGSLC,0.98,1
6650-BWFRT,0.0,0
9570-KYEUA,0.08,0
6993-YGFJV,0.05,0
2712-SYWAY,0.12,0
0730-BGQGF,0.0,0
5498-IBWPI,0.05,0
9101-NTIXF,0.01,0
0013-SMEOE,0.01,0
9314-QDMDW,0.11,0
9308-ANMVE,0.03,0
2884-GBPFB,0.82,1
3757-NJYBX,0.77,1
3413-DHLPB,0.06,0
7649-PHJVR,0.0,0
6114-TCFID,0.06,0
3787-TRIAL,0.09,0
2573-GYRUU,0.19,0
5156-UMKOW,0.06,0
1247-QBVSH,0.02,0
6734-GMPVK,0.26,0
9822-OAOVB,0.34,0
6161-ERDGD,0.08,0
1226-JZNKR,0.07,0
7318-EIVKO,0.11,0
3771-PZOBW,0.17,0
5136-KCKGI,0.73,1
8231-BSWXX,0.04,0
6486-LHTMA,0.15,0
4083-BFNYK,0.11,0
3722-WPXTK,0.95,1
7389-KBFIT,0.21,0
7176-WIONM,0.24,0
5141-ZUVBH,0.21,0
1089-HDMKP,0.1,0
7623-HKYRK,0.0,0
0310-SUCIN,0.03,0
5197-PYEPU,0.03,0
2929-ERCFZ,0.78,1
7548-SEPYI,0.98,1
8835-VSDSE,0.79,1
6619-RPLQZ,0.0,0
3275-RHRNE,0.05,0
3503-TYDAY,0.11,0
6901-GOGZG,0.02,0
1623-NLDOT,0.68,0
7021-XSNYE,0.02,0
9621-OUPYD,0.0,0
9898-KZQDZ,0.74,1
8982-NHAVY,0.09,0
4307-KWMXE,0.06,0
0141-YEAYS,0.24,0
2450-ZKEED,0.04,0
3694-DELSO,0.21,0
3893-JRNFS,0.07,0
9603-OAIHC,0.385,0
1133-KXCGE,0.0,0
5236-PERKL,0.81,1
0142-GVYSN,0.03,0
1049-FYSYG,0.12,0
7854-FOKSF,0.92,1
2519-FAKOD,0.74,1
8406-LNMHF,0.02,0
1821-BUCWY,0.02,0
8263-JQAIK,0.89,1
0023-UYUPN,0.01,0
8314-DPQHL,0.07,0
1465-WCZVT,0.04,0
9481-SFCQY,0.08,0
6360-SVNWV,0.19,0
0567-GGCAC,0.07,0
7089-IVVAZ,0.92,1
8884-MRNSU,0.0,0
2171-UDMFD,0.0,0
9050-IKDZA,0.225,0
2205-YMZZJ,0.83,1
9802-CAQUT,0.0,0
1254-IZEYF,0.87,1
0187-WZNAB,0.08,0
9492-TOKRI,0.81,1
1475-VWVDO,0.16,0
9221-OTIVJ,0.95,1
1357-MVDOZ,0.09,0
7602-MVRMB,0.01,0
3325-FUYCG,0.81,1
5908-QMGOE,0.76,1
1197-BVMVG,0.21,0
5406-KGRMX,0.02,0
8481-YYXWG,0.87,1
5968-HYJRZ,0.0,0
5198-EFNBM,0.09,0
7516-GMHUV,0.09,0
7140-ADSMJ,0.0,0
2230-XTUWL,0.0,0
7706-YLMQA,0.01,0
2585-KTFRE,0.13,0
7994-UYIVZ,0.34,0
2609-IAICY,1.0,1
1740-CSDJP,0.94,1
7717-BICXI,0.0,0
6559-RAKOZ,0.09,0
2636-OHFMN,0.87,1
4716-MRVEN,0.0,0
2143-LJULT,0.0,0
1323-OOEPC,0.75,1
3200-MNQTF,0.01,0
6164-HXUGH,0.0,0
5630-IXDXV,0.28,0
0320-DWVTU,0.04,0
9135-MGVPY,0.0,0
1212-GLHMD,0.2,0
7878-JGDKK,0.14,0
1088-AUUZZ,0.0,0
0397-GZBBC,0.77,1
6614-YWYSC,0.0,0
9588-OZDMQ,0.08,0
7641-EUYET,0.81,1
6476-EPYZR,0.02,0
9921-ZVRHG,0.83,1
1174-FGIFN,0.08,0
6620-HVDUJ,0.02,0
4701-MLJPN,0.66,0
1032-MAELW,0.07,0
7641-TQFHN,0.1,0
1552-TKMXS,0.01,0
9206-GVPEQ,0.78,1
8622-ZLFKO,0.32,0
1596-BBVTG,0.81,1
6188-UXBBR,0.0,0
2333-KWEWW,0.01,0
5702-SKUOB,0.06,0
1134-YWTYF,0.1,0
6061-GWWAV,0.06,0
0679-TDGAK,0.07,0
6585-WCEWR,0.0,0
9067-YGSCA,0.02,0
9067-SQTNS,0.0,0
8433-WXGNA,0.75,1
1776-SPBWV,0.0,0
8735-SDUFN,0.0,0
9668-PUGNU,0.0,0
9405-GPBBG,0.01,0
1926-QUZNN,0.0,0
3707-GNWHM,0.95,1
7016-NVRIC,0.05,0
5829-NVSQN,0.04,0
9565-AXSMR,0.0,0
8922-LIEGH,0.96,1
8869-LIHMK,0.01,0
8245-UMPYT,0.94,1
5186-SAMNZ,0.86,1
0447-RXSGD,0.18,0
4927-WWOOZ,0.24,0
5788-YPOEG,0.01,0
5373-SFODM,0.81,1
0661-KBKPA,0.02,0
9081-WWXKP,0.0,0
0784-ZQJZX,0.0,0
3133-PZNSR,0.0,0
5766-ZJYBB,0.7175,1
8931-GJJIQ,0.9,1
4277-PVRAN,0.78,1
0022-TCJCI,0.68,0
0722-SVSFK,0.26,0
3612-YVGSJ,0.0,0
9825-YCXWZ,0.04,0
5397-NSKQG,0.01,0
8565-HBFNN,0.02,0
2000-DHJUY,0.03,0
0203-HHYIJ,0.66,0
8670-ERCJH,0.0,0
7758-UJWYS,0.03,0
2050-ONYDQ,0.01,0
7055-JCGNI,0.06,0
0739-UUAJR,0.01,0
4826-DXMUP,0.13,0
0952-KMEEH,0.84,1
7285-KLOTR,0.06,0
0654-PQKDW,0.01,0
7175-NTIXE,0.02,0
7963-SHNDT,0.0,0
9796-BPKIW,0.2,0
0188-GWFLE,0.11,0
8129-GMVGI,0.0,0
2882-DDZPG,0.1,0
3547-LQRIK,0.0,0
9137-NOQKA,0.17,0
5843-TTHGI,0.1,0
1849-RJYIG,0.13,0
8868-GAGIO,0.04,0
4061-UKJWL,0.1,0
5380-XPJNZ,0.0,0
8263-QMNTJ,0.0,0
8178-EYZUO,0.68,0
3230-JCNZS,0.01,0
0277-ORXQS,0.03,0
5130-IEKQT,0.86,1
3230-WYKIR,0.7,0
7996-BPXHY,0.0,0
3227-WLKLI,0.0,0
0407-BDJKB,0.75,1
2266-FUBDZ,0.0,0
8237-ULIXL,0.0,0
9600-UDOPK,0.83,1
8216-AZUUZ,0.04,0
9153-BTBVV,0.0,0
4074-SJFFA,0.8566666666666667,1
3269-ATYWD,0.81,1
5186-PEIZU,0.03,0
1074-AMIOH,0.1,0
4910-GMJOT,0.98,1
0354-WYROK,0.83,1
4361-FEBGN,0.0,0
7748-UMTRK,0.24,0
0380-ZCSBI,0.01,0
7145-FEJWU,0.3,0
6463-MVYRY,0.06,0
3969-JQABI,0.03,0
9624-EGDEQ,0.0,0
1051-EQPZR,0.03,0
5849-ASHZJ,0.0,0
5780-INQIK,0.17,0
7576-OYWBN,0.95,1
4526-ZJJTM,0.13,0
8384-FZBJK,0.21,0
3750-RNQKR,0.01,0
0962-CQPWQ,0.0,0
3096-YXENJ,0.02,0
1265-BCFEO,0.01,0
5837-LXSDN,0.08,0
5945-AZYHT,0.16,0
8325-QRPZR,0.18,0
6384-VMJHP,0.02,0
2262-SLNVK,0.38,0
7730-CLDSV,0.04,0
1135-HIORI,0.02,0
0164-APGRB,0.0,0
6481-ESCNL,0.07,0
1790-NESIO,0.0,0
1550-EENBN,0.18,0
5539-TMZLF,0.95,1
4323-SADQS,0.76,1
4446-BZKHU,0.86,1
5202-IVJNU,0.68,0
5976-JCJRH,0.89,1
8198-RKSZG,0.06,0
0137-OCGAB,0.81,1
3351-NQLDI,0.67,0
9297-EONCV,0.0,0
7593-JNWRU,0.74,1
4588-YBNIB,0.662,0
1069-QJOEE,0.0,0
3336-JORSO,0.69,0
7799-DSEWS,0.04,0
8766-PAFNE,0.0,0
5315-CKEQK,0.05,0
3130-ICDUP,0.24,0
0820-FNRNX,0.06,0
0880-FVFWF,0.06,0
4611-ANLQC,0.06,0
4213-HKBJO,0.04,0
2792-LSHWX,0.22,0
5028-GZLDO,0.74,1
0014-BMAQU,0.0,0
6861-XWTWQ,0.99,1
9018-PCIOK,0.02,0
4837-QUSFT,0.0,0
6877-TJMBR,0.88,1
9953-ZMKSM,0.0,0
0907-HQNTS,0.0,0
7665-NKLAV,0.01,0
6769-DCQLI,0.73,1
2433-KMEAS,0.76,1
4391-LNRXK,0.07,0
8250-ZNGGW,0.12,0
2195-ZRVAX,0.75,1
3550-SAHFP,0.86,1
2011-TRQYE,0.68,0
8562-GHPPI,0.03,0
5893-PYOLZ,0.0,0
4986-MXSFP,0.0,0
6131-FOYAS,0.06,0
3027-YNWZU,0.0,0
5609-IMCGG,0.13,0
4873-ILOLJ,0.78,1
4727-MCYZG,0.29,0
9481-WHGWY,0.02,0
2725-KXXWT,0.95,1
9565-DJPIB,0.86,1
4328-VUFWD,0.02,0
3301-LSLWQ,0.05,0
7473-ZBDSN,0.01,0
3166-PNEOF,0.0,0
5639-NTUPK,0.01,0
8780-YRMTT,0.02,0
8348-HFYIV,0.95,1
5140-FOMCQ,0.05,0
6242-SGYTS,0.02,0
8166-ORCHU,0.06,0
8414-OOEEL,0.0,0
8454-AATJP,0.01,0
6849-WLEYG,0.7800000000000001,1
4659-NZRUF,0.89,1
4531-AUZNK,0.04,0
4191-XOVOM,0.14,0
2150-OEGBV,0.0,0
8429-XIBUM,0.76,1
1855-CFULU,0.08,0
4878-BUNFV,0.0,0
1872-EBWSC,0.0,0
2608-BHKFN,0.8,1
7026-YMSBE,0.0,0
7341-LXCAF,0.92,1
6997-UVGOX,0.0,0
9674-EHPPG,0.01,0
9462-MJUAW,0.84,1
8128-YVJRG,0.85,1
5440-VHLUL,0.23,0
5781-BKHOP,0.0,0
4283-FUTGF,0.86,1
5213-TWWJU,0.09,0
1569-TTNYJ,0.96,1
8628-MFKAX,0.0,0
2397-BRLOM,0.76,1
7629-WIXZF,0.11,0
5445-GLVOT,0.14,0
3976-HXHCE,0.01,0
2466-NEJOJ,0.01,0
0254-KCJGT,0.02,0
5472-CVMDX,0.03,0
6461-SZMCV,0.0,0
8150-QUDFX,0.04,0
9508-ILZDG,0.21,0
2346-DJQTB,0.11,0
1697-LYYYX,0.01,0
1942-OQFRW,0.19,0
4749-VFKVB,0.825,1
9640-ZSLDC,0.04,0
4231-LZUYM,0.0,0
7598-UAASY,0.87,1
7938-OUHIO,0.89,1
8510-AWCXC,0.98,1
6128-AQBMT,0.23,0
3594-BDSOA,0.0,0
0431-APWVY,0.71,1
5133-VRSAB,0.08,0
5996-DAOQL,0.04,0
6838-YAUVY,0.04,0
0484-JPBRU,0.04,0
7883-ROJOC,0.06,0
0244-LGNFY,0.05,0
7274-CGTOD,0.01,0
4295-YURET,0.03,0
3426-NIYYL,0.7,0
8225-BTJAU,0.84,1
4635-EJYPD,0.0,0
1866-ZSLJM,0.0,0
4636-TVXVG,0.0,0
4236-UJPWO,0.35,0
9392-XBGTD,0.0,0
3387-VATUS,0.95,1
6402-SSEJG,0.05,0
1143-NMNQJ,0.94,1
1169-SAOCL,0.16,0
1110-KYLGQ,0.07,0
9929-PLVPA,0.07,0
3518-PZXZQ,0.23,0
2371-JUNGC,0.06,0
7693-QPEFS,0.06,0
0924-BJCRC,0.14,0
5074-FBGHB,0.13,0
2351-BKRZW,0.03,0
4455-BFSPD,0.08,0
0415-MOSGF,0.82,1
1724-BQUHA,0.93,1
3948-KXDUF,0.0,0
2323-ARSVR,0.05,0
0815-MFZGM,0.02,0
4826-XTSOH,0.96,1
5480-XTFFL,0.02,0
8295-FHIVV,0.04,0
2495-INZWQ,0.96,1
9086-YJYXS,0.02,0
1179-INLAT,0.05,0
7909-FIOIY,0.04,0
4139-SUGLD,0.8,1
6857-VWJDT,0.92,1
6351-SCJKT,0.18,0
5468-BPMMO,0.0,0
5624-BQSSA,0.8597380952380952,1
0197-PNKNK,0.02,0
2439-QKJUL,0.02,0
1194-SPVSP,0.08166666666666667,0
9534-NSXEM,0.0,0
2408-WITXK,0.89,1
8929-KSWIH,0.01,0
2250-IVBWA,0.07,0
1810-MVMAI,0.08,0
9506-UXUSK,0.3,0
1229-RCALF,0.06,0
3572-UOLYZ,0.11,0
1429-UYJSV,0.01,0
5577-OTWWW,0.71,1
